Stratégie d'échantillonnage
Echantillonnage aléatoire simple
Echantillonnage systématique régulier
Echantillonnage stratifié
Echantillonnage combiné : stratifié puis aléatoire par strate
Echantillonnage préférentiel : choix de la station d'échantillonnage
