Code CATMINAT;Syntaxon
02/4.0.1.0.2;Sporobolenion pungentis Géhu 1988
02/4.0.1.0.2;Sporobolion pungentis (Géhu & Géhu-Franck ex Géhu & Biondi 1994) Rivas-Martínez, Fernández-González, Loidi, Lousã & Penas 2001
02/4.0.1.0.2;Sporobolo pungentis - Elytrigenion junceae subsp. junceae Géhu 1988
02/4.0.1.0.2;Elytrigion junceae (Tüxen in Braun-Blanquet. & Tüxen 1952) Rivas-Martínez, Costa, Castroviejo & E. Valdés 1980
02/4.0.1.0.2/01;Echinophoro spinosae - Elytrigietum junceae subsp. junceae (Braun-Blanquet (1921) 1933) Géhu 1988
02/4.0.1.0.2/01;Elytrigio junceae - Spartinetum patentis (Baudière & Simmoneau 1971) Géhu, Biondi, Géhu-Franck & Costa 1992
02/4.0.1.0.2/01;Eryngio maritimi - Elytrigietum junceae subsp. junceae Géhu 1988
02/4.0.1.0.2/01;Cypero capitati - Elytrigietum junceae subsp. junceae Braun-Blanquet 1931
02/4.0.1.0.2/01;Cypero capitati - Elytrigietum junceae subsp. junceae Braun-Blanquet 1933
02/4.0.1.0.2/01;Cypero capitati - Elytrigietum junceae subsp. junceae Kuhnholtz-Lordat 1921 ex Braun-Blanquet 1933
02/4.0.1.0.2/01;Elytrigietum junceae subsp. junceae (Künholtz-Lordat 1921) Braun-Blanquet 1933
02/4.0.1.0.2/01;Sporobolo pungentis - Elytrigietum junceae subsp. junceae (Braun-Blanquet 1933) Rivas-Martínez, Costa, Castroviejo & E. Valdés 1980
02/4.0.1.0.2/01;Sporobolo pungentis - Elytrigietum junceae subsp. junceae Géhu & Géhu-Franck 1984
02/4.0.1.0.2/01;Sporobolo pungentis - Elytrigietum junceae subsp. junceae (Kuhnholtz-Lordat 1921) Braun-Blanquet 1931
02/4.0.1.0.2/02;Sileno succulentae subsp. corsicae - Elytrigietum junceae subsp. junceae (Malcuit 1926) Bartolo, Brullo, De Marco, Dinelli, Signorello & Spampinato 1992
02/4.0.1.0.2/02;Sporobolo pungentis - Elytrigietum junceae subsp. junceae Piazza & Paradis 1997
02/4.0.1.0.2/02;Limbardae crithmoidis - Elytrigietum junceae subsp. junceae Piazza & Paradis 1994
02/4.0.1.0.2/03;Echinophoro spinosae - Ammophiletum arenariae subsp. australis (Braun-Blanquet (1921) 1933) Rivas-Martínez, Costa, Castroviejo & Valdes 1980
02/4.0.1.0.2/03;Echinophoro spinosae - Ammophiletum arenariae subsp. australis Géhu, Rivas-Martínez & Tüxen 1972 in Géhu & al. 1975 ex Géhu, Costa, Scoppola, Biondi, Marchiori, Peris, Franck, Caniglia, Veri 1984
02/4.0.1.0.2/03;Echinophoro spinosae - Ammophiletum arenariae subsp. australis Géhu, Rivas-Martínez & Tüxen 1972 in Géhu & al. 1975
02/4.0.1.0.2/03;Ammophiletum arenariae subsp. australis Kuhnholtz-Lordat 1923
02/4.0.1.0.2/03;Ammophiletum arenariae subsp. australis Rothmaler 1943
02/4.0.1.0.2/03;Medicagini marinae - Ammophiletum arenariae subsp. australis Braun-Blanquet (1921) 1933
02/4.0.1.0.2/03;Medicagini marinae - Ammophiletum arenariae subsp. australis Braun-Blanquet 1921
02/4.0.1.0.2/03;Medicagini marinae - Ammophiletum arenariae subsp. australis Braun-Blanquet 1921 corr. Fernández Prieto & T.E. Díaz 1991
02/4.0.1.0.2/03;Medicagini marinae - Ammophiletum arenariae subsp. australis Braun-Blanquet 1931
02/4.0.1.0.2/04;Sileno succulentae subsp. corsicae - Ammophiletum arenariae subsp. australis Bartolo, Brullo, De Marco, Dinelli, Signorello & Spampinato 1992
02/4.0.1.0.2/05;Sporoboletum pungentis Arènes 1924
02/4.0.1.0.2/05;Sporoboletum pungentis Arènes 1924 ex Braun-Blanquet, Roussine & Nègre 1952 
02/4.0.1.0.2/05;Sporoboletum pungentis Arènes 1924 ex Géhu & Biondi 1994 
02/4.0.1.0.2/05;Echinophoro spinosae - Sporoboletum pungentis Géhu & Uslu 1989
02/4.0.1.0.2/05;Eryngio maritimi - Sporoboletum pungentis (Arènes ex Géhu & Biondi 1994) Rivas-Martínez, Fernández-González, Loidi, Lousã & Penas 2001
02/4.0.1.0.2/05;Eryngio maritimi - Sporoboletum pungentis Géhu & Uslu 1989
02/4.0.1.0.2/05;Sporoboletum pungentis Rothmaler 1943 
02/4.0.1.0.2/06;Otantho maritimi - Ammophiletum arenariae subsp. australis Géhu & Tüxen 1972 corr. Rivas-Martínez, Lousã, T.E. Díaz, Fernández-González & J.C. Costa 1990
02/4.0.1.0.2/06;Elytrigio junceae subsp. junceae - Otanthetum maritimi ammophiletosum arenariae Braun-Blanquet, Rozeira & P. Silva in Braun-Blanquet, G. Braun-Blanquet, Rozeira & P. Silva 1972
02/4.0.1.0.2/06;Otantho maritimi - Ammophiletum arenariae subsp. australis Géhu & Tüxen 1972
02/4.0.1.0.2/06;Otantho maritimi - Ammophiletum arenariae subsp. australis Géhu 1975
02/4.0.1.0.2/07;Plantagini coronopodi subsp. humilis - Lotetum cytisoidis subsp. conradiae Paradis & Piazza 1993
02/4.0.1.0.2/07;Plantagini coronopodi subsp. humilis - Lotetum cytisoidis Piazza & Paradis 1997
02/4.0.2;Crucianelletalia maritimae Sissingh 1974
02/4.0.2;Helichryso stoechadis - Crucianelletalia maritimae (Sissingh 1974) Géhu, Rivas-Martínez & Tüxen in Géhu 1975 
02/4.0.2;Helichryso stoechadis - Crucianelletalia maritimae Géhu, Rivas-Martínez & Tüxen in Bon & Géhu 1973 apud Géhu 1975
02/4.0.2;Helichryso stoechadis - Crucianelletea maritimae (Géhu, Rivas-Martínez & Tüxen in Bon & Géhu 1973) Sissingh 1974
02/4.0.2;Artemisietalia crithmifoliae Braun-Blanquet, Rozeira & P. Silva in Braun-Blanquet, G. Braun-Blanquet, Rozeira & P. Silva 1972
02/4.0.2;Helichryso stoechadis - Crucianelletea maritimae (Géhu, Rivas-Martínez & Tüxen in Bon & Géhu 1973) Sissingh 1974 em. Biondi & Géhu in Géhu & Biondi 1994
02/4.0.2.0.1;Crucianellion maritimae Rivas Goday & Rivas-Martínez 1959
02/4.0.2.0.1/01;Malcolmio littoreae - Crucianelletum maritimae (Braun-Blanquet (1921) 1933) Géhu & Bournique 1992
02/4.0.2.0.1/01;Crucianelletum maritimae Braun-Blanquet 1921
02/4.0.2.0.1/01;Crucianelletum maritimae Braun-Blanquet 1931
02/4.0.2.0.1/01;Crucianelletum maritimae Braun-Blanquet 1933
02/4.0.2.0.1/02;Malcolmio littoreae - Ephedretum distachyae (Hekking 1959) Géhu & Bournique 1992
02/4.0.2.0.1/03;Malcolmio littoreae - Helichrysetum stoechadis Géhu, Biondi, Géhu-Franck & Costa 1992
02/4.0.2.0.1/03;Malcolmio littoreae - Helichrysetum stoechadis Géhu & Bournique 1992
02/4.0.2.0.2;Ononidion hispanicae subsp. ramosissimae Pignatti 1953
02/4.0.2.0.2;Ononidion hispanicae subsp. ramosissimae Pignatti 1952
02/4.0.2.0.2;Helichrysion italici Paradis & Piazza 1995
02/4.0.2.0.2;Helichryso italici - Scrophularion ramosissimae Julve 2002 all. nov. hoc loco
02/4.0.2.0.2/01;Helichryso stoechadis - Scrophularietum ramosissimae Géhu, Biondi, Géhu-Franck & Costa 1992
02/4.0.2.0.2/02;Helichryso italici - Ephedretum distachyae Géhu, Biondi, Géhu-Franck & Taffetani 1987
02/4.0.2.0.2/03;Pycnocomo rutifolii - Crucianelletum maritimae Géhu, Biondi, Géhu-Franck & Taffetani 1987
02/4.0.2.0.2/04;Scrophulario ramosissimae - Crucianelletum maritimae Géhu & Costa in Géhu, Costa, Scoppola, Biondi, Marchiori, Peris, Franck, Caniglia & Veri 1984
02/4.0.2.0.2/05;Crucianello maritimae - Armerietum pungentis (Desole 1959) Zevaco 1969
02/4.0.2.0.2/06;Helichryso italici - Scrophularietum ramosissimae Géhu, Biondi, Géhu-Franck & Taffetani 1987
02/4.0.2.0.2/07;Scrophulario ramosissimae - Helichrysetum italici subsp. microphylli Valsecchi & Bagella 1991
02/4.0.2.0.2/07;Scrophulario ramosissimae - Helichrysetum italici subsp. microphylli Filigheddu & Valsecchi 1992
02/5.;Honckenyo peploidis - Leymetea arenarii Tüxen 1966
02/5.;Honckenyo peploidis - Leymetea arenarii Tüxen 1966 em. Géhu 1996
02/5.;Ammophiletea arenariae Braun-Blanquet & Tüxen 1943
02/5.0.1;Honckenyo peploidis - Leymetalia arenarii Tüxen 1966
02/5.0.1;Honckenyo peploidis - Leymetalia arenarii Tüxen 1966 em. Géhu 1996
02/5.0.1;Leymo arenarii - Ammophiletalia arenariae J. M. & J. Géhu 1969
02/5.0.1;Leymetalia arenarii Braun-Blanquet & Tüxen 1943
02/5.0.1.0.1;Leymion arenarii Christiansen 1927
02/5.0.1.0.1;Elytrigio junceae subsp. boreoatlanticae - Honckenyenion peploidis (Tüxen in Braun-Blanquet & Tüxen 1952) Géhu 1994
02/5.0.1.0.1;Honckenyo peploidis - Leymion arenarii Tüxen 1966
02/5.0.1.0.1;Leymo arenariae - Honckenyion peploidis Tüxen apud Braun-Blanquet & Tüxen 1952
02/5.0.1.0.1;Honckenyo peploidis var. latifoliae - Leymion arenarii Tüxen 1966 em. Géhu 1996
02/5.0.1.0.1/01;Leymo arenariae - Elytrigietum junceae subsp. boreoatlanticae Tüxen 1945 apud Braun-Blanquet & Tüxen 1952
02/5.0.1.0.1/01;Honckenyo peploidis - Elytrigietum junceae subsp. boreoatlanticae Tüxen (1937) 1955
02/5.0.1.0.1/01;Leymo arenariae - Elytrigietum junceae subsp. boreoatlanticae Braun-Blanquet & de Leeuw 1936 em. Tüxen 1945 apud 1955
02/5.0.1.0.1/01;Elytrigietum junceae subsp. boreoatlanticae (Braun-Blanquet & de Leeuw 1936) Tüxen 1937
02/5.0.1.0.1/01;Honckenyetum peploidis Christiansen 1927
02/5.0.1.0.1/01;Leymo arenariae - Elytrigietum junceae subsp. boreoatlanticae Braun-Blanquet & de Leeuw 1936 em. Tüxen 1957 corr. Géhu 1996
02/5.0.1.0.1/02;Leymo arenariae - Ammophiletum arenariae subsp. arenariae Braun-Blanquet & de Leeuw 1936
02/5.0.1.0.1/02;Honckenyetum peploidis Christiansen 1927
02/5.0.1.0.1/02;Petasito tomentosi - Ammophiletum arenariae Tüxen 1967
02/5.0.1.0.1/02;Soncho arvensis - Ammophiletum arenariae Tüxen 1967
02/5.0.1.0.1/02;Leymo arenariae - Ammophiletum arenariae subsp. arenariae Braun-Blanquet & de Leeuw 1936 em. Géhu 1996
02/5.0.1.0.1/02bis;Leymo arenariae - Ammophiletum arenariae subsp. arenariae Braun-Blanquet & de Leeuw 1936 festucetosum rubrae subsp. arenariae
02/5.0.1.0.2;Honckenyo peploidis - Crambion maritimae J.-M. & J. Géhu 1969
02/5.0.1.0.2;Honckenyo peploidis - Crambetalia maritimae Géhu 1968
02/5.0.1.0.2;Honckenyo peploidis - Crambion maritimae Géhu 1968
02/5.0.1.0.2;Elytrigietea athericae Géhu 1968
02/5.0.1.0.2;Elytrigietea athericae J.-M. & J. Géhu 1969
02/5.0.1.0.2;Honckenyo peploidis var latifoliae - Crambion maritimae J.-M. & J. Géhu 1969 corr. Géhu 1996
02/5.0.1.0.2;Honckenyetum peploidis var latifoliae Géhu 1996
02/5.0.1.0.2/01;Crithmo maritimi - Crambetum maritimae (Géhu 1960) J.-M. & J. Géhu 1969
02/5.0.1.0.2/01;Crambo maritimi - Crithmetum maritimi Géhu 1960
02/5.0.1.0.2/02;Rumici crispi subsp. littorei - Lathyretum japonici subsp. maritimi Géhu & Géhu-Franck 1979
02/5.0.1.0.2/02;Honckenyo peploidis - Elytrigietum x acutae Tüxen 1957
02/5.0.1.0.2/02;Honckenyo peploidis - Elytrigietum x acutae Tüxen 1955 corr. Géhu 1996
02/5.0.1.0.2/02;Crithmo maritimi - Honckenyetum peploidis Géhu 2000
02/5.0.1.0.2/02;Lathyro japonici subsp. maritimi - Crambetum maritimae Géhu 1968
02/5.0.1.0.2/03;Solano dulcamarae var. marinae - Silenetum vulgaris subsp. maritimae var. montanae Godeau, Bioret, & Bouzillé 1992 
02/5.0.1.0.2/03;Solano dulcamarae var. marinae - Silenetum vulgaris subsp. maritimae var. montanae Bioret 1989 prov.
02/5.0.1.0.2/04;Crithmo maritimi - Sonchetum maritimi Géhu & Géhu-Franck 1969
02/5.0.1.0.2/04;Crithmo maritimi - Sonchetum maritimi Géhu 1968
02/5.0.1.0.2/05;Rumici crispi subsp. littorei - Silenetum uniflorae var. montanae collectif phytosocio CBNBL 2011 prov.
02/6.;Asteretea tripolii Westhoff & Beeftink in Westhoff, van Leeuwen & Adriani 1962
02/6.;Asteretea tripolii Westhoff & Beeftink in Beeftink 1962
02/6.;Juncetea maritimi Braun-Blanquet, Roussine & Nègre 1952
02/6.;Juncetea maritimi Braun-Blanquet, Roussine & Nègre 1952 ex Tüxen & Oberdorfer 1958
02/6.;Plantagini maritimae - Triglochinetea maritimi Géhu & Tüxen ex Géhu & Géhu-Franck 1992
02/6.0.1;Glauco maritimae - Puccinellietalia maritimae  Westhoff & Beeftink in Westhoff, van Leeuwen & Adriani 1962 em. Julve 1992 ex 1993
02/6.0.1;Glauco maritimae - Puccinellietalia maritimae  Westhoff & Beeftink in Westhoff, van Leeuwen & Adriani 1962
02/6.0.1;Glauco maritimae - Puccinellietalia maritimae Beeftink & Westhoff in Beeftink 1962
02/6.0.1.0.1;Spartinion maritimae Beeftink, Géhu, Ohba & Tüxen 1971 apud Beeftink & Géhu 1973
02/6.0.1.0.1;Spartinetalia maritimae Conard 1935 ex Beeftink & Géhu 1973
02/6.0.1.0.1;Spartinetea maritimae Tüxen in Beeftink & Géhu 1973
02/6.0.1.0.1;Spartinetea maritimae Tüxen in Lohmeyer, A. & W. Matuszkiewicz, Merker, Moore, Müller, Oberdorfer, Poli, Seibert, Sukopp, Trautmann, J. & R. Tüxen, Westhoff 1962
02/6.0.1.0.1;Spartinion anglicae Géhu in Bardat, Bioret, Botineau, Boullet, Delpech, Géhu, Haury, Lacoste, Rameau, Royer, Roux & Touffet 2004
02/6.0.1.0.1;Spartinion maritimae Conard 1935 ex Beeftink & Géhu 1973
02/6.0.1.0.1;Spartinetalia alterniflorae Conard 1935
02/6.0.1.0.1;Spartinion alterniflorae Conard 1935
02/6.0.1.0.1;Spartinetea alterniflorae Tüxen in Beeftink 1962
02/6.0.1.0.1/01;Spartinetum maritimae (Emberger & Regnier 1926) Corillion 1953
02/6.0.1.0.1/02;Spartinetum alterniflorae Corillion 1953
02/6.0.1.0.1/03;Spartinetum x townsendii (Tansley 1939) Corillion 1953
02/6.0.1.0.1/04;Spartinetum anglicae Corillion 1953
02/6.0.1.0.2;Puccinellion maritimae Christiansen 1927 em. Tüxen 1937
02/6.0.1.0.2;Puccinellenion maritimae Géhu 1984
02/6.0.1.0.2;Puccinellenion maritimae Géhu in Géhu & Géhu-Franck 1984
02/6.0.1.0.2;Puccinellio maritimae - Spergularienion salinae (Beeftink 1965) Géhu & Géhu-Franck 1984
02/6.0.1.0.2;Puccinellio maritimae - Spergularion salinae Beeftink 1965
02/6.0.1.0.2;Limonio vulgaris - Plantaginenion maritimi Géhu & Géhu-Franck 1984
02/6.0.1.0.2/01;Puccinellietum maritimae (Rankin 1911) Christiansen 1927
02/6.0.1.0.2/01;Astero tripolii - Puccinellietum maritimae Hocquette 1927
02/6.0.1.0.2/01;Halimiono portulacoidis - Puccinellietum maritimae Géhu 1975
02/6.0.1.0.2/01;Halimiono portulacoidis - Puccinellietum maritimae Géhu 1976
02/6.0.1.0.2/01;Puccinellietum maritimae de Litardière & Malcuit 1927
02/6.0.1.0.2/02;Puccinellietum fasciculatae Beeftink 1965
02/6.0.1.0.2/02;Astero tripolii - Puccinellietum fasciculatae (Beeftink 1965) Géhu 1975
02/6.0.1.0.2/02;Astero tripolii - Puccinellietum fasciculatae (Beeftink 1965) Géhu 1976
02/6.0.1.0.2/03;Spergulo marinae écoph. vivace - Puccinellietum distantis (Feekes 1936) Vlieger 1938
02/6.0.1.0.2/03;Puccinellietum distantis Feekes (1934) 1943
02/6.0.1.0.2/03;Puccinellio distantis - Spergularietum marinae (Altehage 1940) Müller-Stoll & Götz 1962
02/6.0.1.0.2/03;Spergularietum marinae Tüxen & Volk in Tüxen 1937 prov. 
02/6.0.1.0.2/03;Spergulario marinae - Puccinellietum distantis Feekes 1943
02/6.0.1.0.2/04;Plantagini maritimae - Limonietum vulgaris (Christiansen 1927) Westhoff & Segal 1961
02/6.0.1.0.2/04;Juncetum maritimi Tansley 1939 em. Lemée 1952
02/6.0.1.0.2/04;Cochleario anglicae - Plantaginetum maritimae Géhu 1976
02/6.0.2;Juncetalia maritimi Braun-Blanquet 1931 em. Julve 1992 ex 1993
02/6.0.2;Juncetalia maritimi Braun-Blanquet 1931
02/6.0.2;Juncetalia maritimi Braun-Blanquet 1931 ex Horvati? 1934
02/6.0.2;Cressetalia creticae Paradis & Lorenzoni 1999
02/6.0.2.0.1;Armerion maritimae subsp. maritimae Braun-Blanquet & de Leeuw 1936
02/6.0.2.0.1;Festucenion rubrae subsp. litoralis (Corillion 1953) Géhu 1976
02/6.0.2.0.1;Frankenio laevis - Armerienion maritimae J.-M. & J. Géhu 1976
02/6.0.2.0.1;Glauco maritimae - Juncion maritimi Géhu & Géhu-Franck 1984
02/6.0.2.0.1;Glauco maritimae - Juncion maritimi Géhu & Géhu-Franck 1984 ex Géhu in Bardat, Bioret, Botineau, Boullet, Delpech, Géhu, Haury, Lacoste, Rameau, Royer, Roux & Touffet 2004
02/6.0.2.0.1;Junco gerardii - Caricion extensae Corillion 1953
02/6.0.2.0.1;Junco maritimi - Caricenion extensae (Corillion 1953) Géhu 1976
02/6.0.2.0.1;Limonio ovalifolii - Frankenion laevis Rivas-Martínez, Fernández-González, Loidi, Lousã & Penas 2001
02/6.0.2.0.1/01;Festucetum rubrae subsp. litoralis Christiansen 1927
02/6.0.2.0.1/01;Armerio maritimae - Festucetum rubrae subsp. litoralis Braun-Blanquet & de Leeuw 1936 corr. Julve 2004 hoc loco
02/6.0.2.0.1/01;Festucetum rubrae subsp. litoralis Corillion 1953 corr. Géhu 1976
02/6.0.2.0.1/01;Festucetum rubrae subsp. litoralis Tansley 1939 corr. 
02/6.0.2.0.1/02;Festuco rubrae subsp. litoralis - Juncetum gerardi Duty & Schmidt 1966
02/6.0.2.0.1/02;Armerietum maritimae (Christiansen 1927) Braun-Blanquet & de Leeuw 1936
02/6.0.2.0.1/02;Limonio vulgaris - Juncetum gerardi Géhu & Géhu-Franck 1984
02/6.0.2.0.1/02;Juncetum gerardi Christiansen 1927
02/6.0.2.0.1/02;Juncetum gerardi Nordhagen 1923
02/6.0.2.0.1/02;Festuco rubrae subsp. litoralis - Juncetum gerardi Warming 1906 em. Géhu in Géhu & Franck 1982
02/6.0.2.0.1/02;Festuco rubrae subsp. litoralis - Juncetum gerardi Warming 1906 em. Géhu in Géhu, Franck & Bournique 1983
02/6.0.2.0.1/03;Artemisietum maritimae (Christiansen 1927) Braun-Blanquet & de Leeuw 1936
02/6.0.2.0.1/03;Artemisietum maritimae Hocquette 1927
02/6.0.2.0.1/04;Junco ancipitis - Caricetum extensae Braun-Blanquet & de Leeuw 1936
02/6.0.2.0.1/04;Junco ancipitis - Caricetum extensae Adriani 1945
02/6.0.2.0.1/04;Junco maritimi - Samoletum valerandi Fukarek 1961
02/6.0.2.0.1/04;Oenantho lachenali - Juncetum maritimi Fröde 1958
02/6.0.2.0.1/04;Oenantho lachenalii - Juncetum maritimi Tüxen 1937
02/6.0.2.0.1/04;Limonio vulgaris - Juncetum maritimi Géhu 2006
02/6.0.2.0.1/04;Junco maritimi - Caricetum extensae (Corillion 1953) Parriaud apud Géhu 1976
02/6.0.2.0.1/04;Junco maritimi - Caricetum extensae Corillion 1953
02/6.0.2.0.1/04;Junco maritimi - Caricetum extensae Géhu 1976
02/6.0.2.0.1/05;Triglochino maritimi - Limonietum humilis Annezo, Bioret & Géhu 1992
02/6.0.2.0.1/06;Limonietum auriculiursifolio - dodartii Géhu & Géhu-Franck 1975
02/6.0.2.0.1/07;Frankenio laevis - Limonietum auriculiursifoli (Meslin 1936) Lemée 1952
02/6.0.2.0.1/08;Frankenio laevis - Limonietum normannici (Lemée 1952) Géhu & Bioret 1992
02/6.0.2.0.1/09;Cochleario anglicae - Frankenietum laevis Géhu 1976
02/6.0.2.0.1/10;Crithmo maritimi - Frankenietum laevis Rivas-Martínez, Fernández-González, Loidi, Lousã & Penas 2001
02/6.0.2.0.1/11;Limonio vulgaris - Juncetum maritimi Teles in Pinto da Silva, A.R. & A.N. Teles 1972
02/6.0.2.0.1/11;Agrostio stoloniferae - Juncetum maritimi Izco, Guitián & Sánchez 1993
02/6.0.2.0.1/11;Puccinellio maritimae - Juncetum maritimi Bueno & F. Prieto in Bueno 1997
02/6.0.2.0.1/12;Eleocharitetum parvulae Gillner 1960
02/6.0.2.0.2;Juncion maritimi Braun-Blanquet 1931
02/6.0.2.0.2;Cression creticae Paradis & Lorenzoni 1999
02/6.0.2.0.2;Juncion maritimi Braun-Blanquet 1931 ex Horvati? 1934
02/6.0.2.0.2;Juncenion maritimi Rivas-Martínez, Fernández-González, Loidi, Lousã & Penas 2001
02/6.0.2.0.2;Puccinellion festuciformis Géhu & Scoppola in Géhu, Scoppola, Caniglia, Marchiori & Géhu-Franck 1984
02/6.0.2.0.2/01;Junco gerardii - Triglochinetum maritimi Braun-Blanquet 1931
02/6.0.2.0.2/01;Junco gerardii - Triglochinetum maritimi Braun-Blanquet in Braun-Blanquet, Roussine & Nègre 1952
02/6.0.2.0.2/01;Limonio narbonensis - Juncetum gerardi Géhu & Biondi 1994
02/6.0.2.0.2/02;Puccinellio festuciformis - Juncetum maritimi (Pignatti 1953) Géhu in Géhu, Costa, Scoppola, Biondi, Marchiori, Peris, Franck, Caniglia & Veri 1984
02/6.0.2.0.2/02;Juncetum maritimo - subulati Alcaraz 1984 corr. Alcaraz, P. Sánchez, De la Torre, Ríos & J. Alvarez 1991
02/6.0.2.0.2/02;Elytrigio elongati - Juncetum maritimi Alcaraz, Garre, Peinado & Martínez-Parras 1986
02/6.0.2.0.2/02;Juncetum acuti René Molinier & Tallon 1969
02/6.0.2.0.2/02;Limonio narbonensis - Puccinellietum festuciformis (Pignatti 1966) Géhu & Scoppola in Géhu, Scoppola, Caniglia, Marchiori & Géhu-Franck 1984
02/6.0.2.0.2/02;Puccinellio festuciformis - Aeluropetum litoralis (Corbetta 1968) Géhu & Costa in Géhu, Costa, Scoppola, Biondi, Marchiori, Peris, Franck, Caniglia & Veri 1984
02/6.0.2.0.2/02;Spartino versicoloris - Juncetum maritimi O. de Bolòs 1962
02/6.0.2.0.2/02;Junco maritimi - spartinetum versicoloris Biondi 1992
02/6.0.2.0.2/03;Camphorosmo monspeliacae - Frankenietum laevis René Molinier 1934
02/6.0.2.0.2/04;Spergulo macrorrhizae - Frankenietum laevis Gamisans 1991
02/6.0.2.0.2/05;Puccinellio festuciformis - Caricetum extensae Géhu & Uslu 1989
02/6.0.2.0.2/05;Limonio narbonensis - Caricetum extensae Géhu & Biondi 1994
02/6.0.2.0.2/05;Puccinellio festuciformis - Caricetum extensae Géhu & Biondi 1994
02/6.0.2.0.2/06;Cressetum creticae Brullo & Furnari 1976
02/6.0.2.0.2/06;Cresso creticae - Crypsietum aculeatae Géhu, Costa & Uslu 1990
02/6.0.2.0.2/06;Cresso creticae - Atriplicetum prostratae Paradis & Lorenzoni 1999
02/6.0.2.0.2/06;Cresso creticae - Salicornietum patulae Paradis & Lorenzoni 1999
02/6.0.2.0.2/06;Cresso creticae - Pulicarietum siculae Paradis & Lorenzoni 1999
02/6.0.2.0.2/06;Cresso creticae - Hordeetum marini (Géhu & Uslu 1989) Géhu, Biondi, Géhu-Franck & Costa 1992
02/6.0.2.0.3;Elytrigion acutae Géhu 1968 em. 1973
02/6.0.2.0.3;Brachypodio pinnati - Elytrigion acutae Géhu & Bioret prov. in Bardat, Bioret, Botineau, Boullet, Delpech, Géhu, Haury, Lacoste, Rameau, Royer, Roux & Touffet 2004
02/6.0.2.0.3;Elytrigietalia acutae Géhu 1968
02/6.0.2.0.3;Elytrigion acutae Géhu 1968
02/6.0.2.0.3;Elytrigietea acutae Géhu 1968
02/6.0.2.0.3;Elytrigietea acutae J. M. & J. Géhu 1969
02/6.0.2.0.3/01;Beto vulgaris subsp. maritimae - Elytrigietum acutae Géhu, Caron & Bon 1976
02/6.0.2.0.3/01;Atriplici prostratae - Betetum vulgaris subsp. maritimae Géhu 1976
02/6.0.2.0.3/01;Atriplici prostratae - Elytrigietum acutae (de Litardière & Malcuit 1927) Géhu 1975
02/6.0.2.0.3/01;Atriplici prostratae - Elytrigietum acutae Beeftink & Westhoff in Beeftink 1962
02/6.0.2.0.3/01;Elytrigio acutae - Althaeetum officinalis Géhu 1975
02/6.0.2.0.3/01;Elytrigio acutae - Althaeetum officinalis J. M. & J. Géhu 1976
02/6.0.2.0.3/01;Beto vulgaris subsp. maritimae - Elytrigietum acutae (Arènes 1933) Corillion 1953
02/6.0.2.0.3/01;Honckenyetum peploidis Géhu 1996
02/6.0.2.0.3/02;Elytrigio acutae - Limbardetum crithmoidis subsp. crithmoidis Géhu 1979
02/6.0.2.0.3/02; Limbardo crithmoidis subsp. crithmoidis - Elytrigietum acutae Géhu 1979 ex Izco, Guitian & Sanchez 1993
02/6.0.2.0.3/02;Junco maritimi - Elytrigietum acutae (J.-M. Géhu & J. Géhu 1976) Bueno & Fernández-Prieto in Bueno 1997 
