NAME_RELEVE;SP_NAME;STRATUM;COVER;CD_NOM
T0006_1;Rumex acetosa L.;;2;119418
T0006_1;Ranunculus acer;;2;116903
T0006_1;Anthoxanthum odoratum L.;;1;82922
T0006_1;Festuca pratensis Hudson;;1;98460
T0006_1;Alopecurus pratensis L.;;2;81656
T0006_1;Pimpinella major (L.) Hudson;;1;113579
T0006_1;Taraxacum officinale Weber;;1;125677
T0006_1;Ranunculus repens L.;;1;117201
T0006_1;Dactylis glomerata L.;;2;94207
T0006_1;Plantago lanceolata L.;;1;113893
T0006_1;Lathyrus pratensis L.;;1;105247
T0006_1;Lolium perenne L.;;1;106499
T0006_1;Cerastium fontanum Baumg.;;+;90008
T0006_1;Trisetum flavescens (L.) Beauv.;;1;127660
T0006_1;Trifolium pratense L.;;1;127439
T0006_1;Crepis biennis L.;;1;93015
T0006_1;Poa trivialis L.;;1;114416
T0006_1;Heracleum sphondylium L.;;1;101300
T0006_1;Festuca rubra L.;;1;98512
T0006_1;Trifolium repens L.;;+;127454
T0006_1;Anthriscus sylvestris (L.) Hoffm.;;+;82952
T0006_1;Holcus lanatus L.;;2;102900
T0006_1;Bromus hordeaceus L. =mollis;;1;86680
T0006_1;Vicia cracca L.;;+;129147
T0006_10;Festuca rubra L.;;1;98512
T0006_10;Rumex acetosa L.;;3;119418
T0006_10;Dactylis glomerata L.;;2;94207
T0006_10;Medicago lupulina L.;;+;107649
T0006_10;Lathyrus pratensis L.;;+;105247
T0006_10;Bromus hordeaceus L. =mollis;;1;86680
T0006_10;Holcus lanatus L.;;1;102900
T0006_10;Ranunculus acer;;2;116903
T0006_10;Trifolium pratense L.;;1;127439
T0006_10;Plantago lanceolata L.;;1;113893
T0006_10;Poa trivialis L.;;2;114416
T0006_10;Trisetum flavescens (L.) Beauv.;;1;127660
T0006_10;Anthoxanthum odoratum L.;;1;82922
T0006_10;Lolium perenne L.;;1;106499
T0006_10;Heracleum sphondylium L.;;1;101300
T0006_10;Alopecurus pratensis L.;;1;81656
T0006_10;Ranunculus repens L.;;1;117201
T0006_10;Cynosurus cristatus L.;;1;93860
T0006_10;Bellis perennis L.;;+;85740
T0006_10;Trifolium repens L.;;1;127454
T0006_10;Taraxacum officinale Weber;;1;125677
T0006_10;Cerastium fontanum Baumg.;;1;90008
T0006_11;Cerastium fontanum Baumg.;;1;90008
T0006_11;Anthriscus sylvestris (L.) Hoffm.;;+;82952
T0006_11;Alopecurus pratensis L.;;1;81656
T0006_11;Anthoxanthum odoratum L.;;1;82922
T0006_11;Heracleum sphondylium L.;;1;101300
T0006_11;Dactylis glomerata L.;;1;94207
T0006_11;Cardamine pratensis L.;;+;87964
T0006_11;Poa trivialis L.;;2;114416
T0006_11;Taraxacum officinale Weber;;1;125677
T0006_11;Trifolium repens L.;;1;127454
T0006_11;Trifolium pratense L.;;1;127439
T0006_11;Trisetum flavescens (L.) Beauv.;;+;127660
T0006_11;Rumex acetosa L.;;2;119418
T0006_11;Lolium perenne L.;;2;106499
T0006_11;Plantago lanceolata L.;;1;113893
T0006_11;Cynosurus cristatus L.;;1;93860
T0006_11;Bromus hordeaceus L. =mollis;;1;86680
T0006_11;Trifolium filiforme;;+;198631
T0006_11;Vicia cracca L.;;+;129147
T0006_11;Lychnis flos-cuculi L.;;+;106918
T0006_11;Poa pratensis L.;;+;114332
T0006_11;Crepis biennis L.;;+;93015
T0006_11;Bellis perennis L.;;1;85740
T0006_11;Holcus lanatus L.;;1;102900
T0006_11;Ranunculus repens L.;;2;117201
T0006_11;Ranunculus acer;;2;116903
T0006_12;Poa pratensis L.;;+;114332
T0006_12;Rumex obtusifolius L.;;+;119550
T0006_12;Taraxacum officinale Weber;;1;125677
T0006_12;Cerastium fontanum Baumg.;;1;90008
T0006_12;Trisetum flavescens (L.) Beauv.;;+;127660
