INFOS GENERALES;;;;;;;;;;;;;;LOCALISATION;;;;;BIBLIOGRAPHIE;;;;METHODOLOGIE;;;;;TOPOGRAPHIE;;;;;PARAMETRES ABIOTIQUES;;;;;;;;;DESCRIPTION DE LA VEGETATION;;;;;;;;;;;;;;;;;;;DESCRIPTION DE LA HAUTEUR;;;;;;;;;TYPOLOGIE;;;;;;;;;;;;;;;;;;COMMENTAIRES;;
PROJECT;NAME_RELEVE;REPETITION;COMPLETE;DATE_S;AUTHOR;PROTOCOL;COVERSCALE;LOCA_METHOD;PRECISION;DEG_LONG;DEG_LAT;ALTITUDE;REF_GEO;DEPARTMENT;COUNTY;LOCALITY;NAT_REGION;;REFERENCE;TABLE_NR;NR_IN_TAB;;SURF_AREA;SAMPLING;MOSS_IDENT;LICH_IDENT;;EXPOSURE;SLOPE;GEOL_SUBST;PEDOLOGY;;MANAGEMENT;LIGHTING;SOIL_PH;HYDRO;NUTRIENT;TEMPERATUR;CLIMATE;SALINITY;;COV_TOTAL;COV_TREES;COV_TREE40;COV_TREE20;COV_TREE10;COV_TREE6;COV_SHRUBS;COV_HERBS;COV_EMERGE;COV_FLOATG;COV_FLOOD;COV_MOSSES;COV_LICHEN;COV_ALGAE;COV_LITTER;COV_WATER;COV_ROCK;BRYO_LICH;;TREE_HIGH;TREE_LOW;SHRUB_HIGH;SHRUB_LOW;HERB_HIGH;HERB_LOW;HERB_MAX;CRYPT_HEIG;;ORIGIN_ALLI;ORIGIN_ASS;ORIGIN_SUB;REL_TYPE;PVF1;PVF2_ASS;PVF2_SUB;REVIEW_ASS;REVIEW_SUB;REV_SOURCE;REV_NAME;CLC;CATMINAT;N_2000;CAH_HAB;EUNIS;CORINE;;COMMENTS;OTHERINFO;
BD Orsay;T0056_43;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_44;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_45;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_46;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_47;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_48;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_49;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_50;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_51;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_52;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_53;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_54;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_55;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_56;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_57;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_58;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_59;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_60;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_61;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_62;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_63;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_64;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_65;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_66;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_67;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_68;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_69;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_70;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_71;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_72;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_73;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_74;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_75;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_76;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_77;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_78;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_79;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_80;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_81;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_82;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_83;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_84;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
BD Orsay;T0056_85;;Oui;19710101;GRACIEN P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;2.09289598464966;48.5586585998535;;WGS84;;;Bassin Parisien;;;Contribution à l'étude phytosociologique et agronomique des prairies pâturées et fauchées du Hurepoix.- Thèse Univ. Paris XI., 105 p.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cynosurion cristati Tx.1947;Lolio-Cynosuretum;;;;;;;;;;;;;;;;;;;
