REL_CODE;FULLNAME BIS;STRATUM;COVER_CODE;TAXREF9_CDNOM
T1884_17;Iris pseudacorus L.;;+;103772
T1884_18;Typha latifolia L.;;+;128077
T1884_18;Eupatorium cannabinum L.;;+;97434
T1884_18;Valeriana officinalis L.;;+;128419
T1884_18;Angelica sylvestris L.;;+;82738
T1884_18;Hydrocharis morsus Ranae;;+;103120
T1884_18;Stachys palustris L.;;+;124798
T1884_18;Solanum dulcamara L.;;+;124034
T1884_18;Carex acuta L.;;+;88314
T1884_18;Glyceria altissima;;5;100372
T1884_18;Lythrum salicaria L.;;+;107117
T1884_19;Phalaris arundinacea L.;;1;112975
T1884_19;Eupatorium cannabinum L.;;+;97434
T1884_19;Salix cinerea L.;;+;119991
T1884_19;Equisetum fluviatile L.;;1;96519
T1884_19;Lythrum salicaria L.;;1;107117
T1884_19;Rumex hydrolapathum Hudson;;+;771868
T1884_19;Typha latifolia L.;;+;128077
T1884_19;Iris pseudacorus L.;;+;103772
T1884_19;Glyceria altissima;;4;100372
T1884_2;Rumex hydrolapathum Hudson;;+;771868
T1884_2;Hydrocharis morsus Ranae;;1;103120
T1884_2;Sium erectum;;1;123949
T1884_2;Juncus effusus L.;;+;104173
T1884_2;Glyceria altissima;;3;100372
T1884_2;Lycopus europaeus L.;;+;107038
T1884_2;Polygonum amphibium L.;;+;114641
T1884_2;Lythrum salicaria L.;;+;107117
T1884_2;Rorippa amphibia (L.) Besser;;+;117933
T1884_2;Glyceria fluitans (L.) R. Br.;;+;100387
T1884_2;Lemna trisulca L.;;2;105441
T1884_2;Alisma plantago-aquatica L.;;+;81272
T1884_2;Acorus calamus L.;;3;80086
T1884_2;Solanum dulcamara L.;;1;124034
T1884_3;Lemna trisulca L.;;1;105441
T1884_3;Lycopus europaeus L.;;+;107038
T1884_3;Polygonum amphibium L.;;+;114641
T1884_3;Hydrocharis morsus Ranae;;1;103120
T1884_3;Rumex hydrolapathum Hudson;;+;771868
T1884_3;Rorippa amphibia (L.) Besser;;+;117933
T1884_3;Juncus effusus L.;;1;104173
T1884_3;Phalaris arundinacea L.;;+;112975
T1884_3;Mentha aquatica L.;;1;108027
T1884_3;Glyceria altissima;;3;100372
T1884_3;Oenanthe fistulosa L.;;+;109869
T1884_3;Alopecurus geniculatus L.;;+;81637
T1884_3;Glyceria fluitans (L.) R. Br.;;1;100387
T1884_3;Sium latifolium L.;;+;123960
T1884_3;Acorus calamus L.;;2;80086
T1884_3;Veronica beccabunga L.;;+;128808
T1884_4;Myosotis scorpioides L.;;+;109091
T1884_4;Glyceria altissima;;3;100372
T1884_4;Equisetum fluviatile L.;;1;96519
T1884_4;Rumex hydrolapathum Hudson;;+;771868
T1884_4;Acorus calamus L.;;2;80086
T1884_4;Lycopus europaeus L.;;+;107038
T1884_4;Solanum dulcamara L.;;1;124034
T1884_4;Carex riparia Curtis;;1;88833
T1884_4;Alisma plantago-aquatica L.;;+;81272
T1884_4;Iris pseudacorus L.;;+;103772
T1884_4;Butomus umbellatus L.;;+;87136
T1884_4;Hydrocharis morsus Ranae;;1;103120
T1884_5;Hydrocharis morsus Ranae;;+;103120
T1884_5;Alnus glutinosa (L.) Gaertner;;+;81569
T1884_5;Iris pseudacorus L.;;+;103772
T1884_5;Carex versicaria L.;;+;88942
T1884_5;Glyceria fluitans (L.) R. Br.;;+;100387
T1884_5;Filipendula ulmaria (L.) Maxim.;;+;98717
T1884_5;Carex acuta L.;;+;88314
T1884_5;Oenanthe fistulosa L.;;+;109869
T1884_5;Carex riparia Curtis;;1;88833
T1884_5;Mentha aquatica L.;;+;108027
T1884_5;Phalaris arundinacea L.;;1;112975
T1884_5;Acorus calamus L.;;2;80086
T1884_5;Valeriana officinalis L.;;1;128419
T1884_5;Rumex hydrolapathum Hudson;;1;771868
T1884_5;Glyceria altissima;;3;100372
T1884_5;Butomus umbellatus L.;;+;87136
T1884_5;Lycopus europaeus L.;;1;107038
T1884_5;Lythrum salicaria L.;;+;107117
T1884_6;Ranunculus repens L.;;+;117201
T1884_6;Solanum dulcamara L.;;+;124034
T1884_6;Sparganium ramosum;;1;124417
T1884_6;Carex riparia Curtis;;+;88833
T1884_6;Juncus effusus L.;;+;104173
T1884_6;Glyceria altissima;;4;100372
T1884_6;Lycopus europaeus L.;;+;107038
T1884_6;Acorus calamus L.;;1;80086
T1884_7;Sagittaria sagittifolia L.;;+;119860
T1884_7;Lycopus europaeus L.;;+;107038
T1884_7;Angelica sylvestris L.;;+;82738
T1884_7;Glyceria altissima;;4;100372
T1884_7;Carex riparia Curtis;;+;88833
T1884_7;Solanum dulcamara L.;;1;124034
T1884_7;Acorus calamus L.;;2;80086
T1884_7;Iris pseudacorus L.;;+;103772
T1884_7;Butomus umbellatus L.;;+;87136
T1884_7;Rumex hydrolapathum Hudson;;+;771868
T1884_8;Veronica scutellata L.;;+;129000
T1884_8;Myosotis scorpioides L.;;1;109091
T1884_8;Veronica anagallis;;+;128792
T1884_8;Hydrocharis morsus Ranae;;+;103120
T1884_8;Rorippa amphibia (L.) Besser;;1;117933
T1884_8;Rumex hydrolapathum Hudson;;+;771868
T1884_8;Sium latifolium L.;;+;123960
T1884_8;Alisma plantago-aquatica L.;;+;81272
T1884_8;Glyceria fluitans (L.) R. Br.;;+;100387
T1884_8;Iris pseudacorus L.;;+;103772
T1884_8;Sparganium ramosum;;1;124417
T1884_8;Glyceria altissima;;3;100372
T1884_8;Carex riparia Curtis;;+;88833
T1884_8;Phalaris arundinacea L.;;+;112975
T1884_8;Lemna minor L.;;1;105431
T1884_8;Oenanthe fistulosa L.;;+;109869
T1884_8;Equisetum fluviatile L.;;2;96519
T1884_8;Scirpus palustris;;+;121759
T1884_9;Lemna minor L.;;2;105431
T1884_9;Sium erectum;;+;123949
T1884_9;Carex acuta L.;;+;88314
T1884_9;Iris pseudacorus L.;;+;103772
T1884_9;Carex versicaria L.;;+;88942
T1884_9;Lemna trisulca L.;;+;105441
T1884_9;Juncus lamprocarpus;;1;104229
T1884_9;Juncus effusus L.;;+;104173
T1884_9;Stellaria palustris Retz.;;+;125025
T1884_9;Oenanthe fistulosa L.;;+;109869
T1884_9;Equisetum fluviatile L.;;3;96519
T1884_9;Glyceria altissima;;3;100372
